0	data9	399	1	
frame:0	1	object:1	179	153
frame:1	1	object:1	178	151
frame:2	1	object:1	178	149
frame:3	1	object:1	177	147
frame:4	1	object:1	176	145
frame:5	1	object:1	175	143
frame:6	1	object:1	175	142
frame:7	1	object:1	174	139
frame:8	1	object:1	170	137
frame:9	1	object:1	166	136
frame:10	1	object:1	164	133
frame:11	1	object:1	163	132
frame:12	1	object:1	163	130
frame:13	1	object:1	162	127
frame:14	1	object:1	162	126
frame:15	1	object:1	161	124
frame:16	1	object:1	160	122
frame:17	1	object:1	160	120
frame:18	1	object:1	159	118
frame:19	1	object:1	159	116
frame:20	1	object:1	158	114
frame:21	1	object:1	158	112
frame:22	1	object:1	157	110
frame:23	1	object:1	156	108
frame:24	1	object:1	156	106
frame:25	1	object:1	155	105
frame:26	1	object:1	155	103
frame:27	1	object:1	154	101
frame:28	1	object:1	153	99
frame:29	1	object:1	153	97
frame:30	1	object:1	152	95
frame:31	1	object:1	151	93
frame:32	1	object:1	150	91
frame:33	1	object:1	150	89
frame:34	1	object:1	149	87
frame:35	1	object:1	148	86
frame:36	1	object:1	147	84
frame:37	1	object:1	147	82
frame:38	1	object:1	146	80
frame:39	1	object:1	145	78
frame:40	1	object:1	144	76
frame:41	1	object:1	143	74
frame:42	1	object:1	142	73
frame:43	1	object:1	141	71
frame:44	1	object:1	140	69
frame:45	1	object:1	140	67
frame:46	1	object:1	138	65
frame:47	1	object:1	138	64
frame:48	1	object:1	136	62
frame:49	1	object:1	135	60
frame:50	1	object:1	134	58
frame:51	1	object:1	133	56
frame:52	1	object:1	132	55
frame:53	1	object:1	131	53
frame:54	1	object:1	130	51
frame:55	1	object:1	129	50
frame:56	1	object:1	128	48
frame:57	1	object:1	127	46
frame:58	1	object:1	125	44
frame:59	1	object:1	124	42
frame:60	1	object:1	123	40
frame:61	1	object:1	122	38
frame:62	1	object:1	121	36
frame:63	1	object:1	121	35
frame:64	1	object:1	119	32
frame:65	1	object:1	118	31
frame:66	1	object:1	117	29
frame:67	1	object:1	116	27
frame:68	1	object:1	115	25
frame:69	1	object:1	114	28
frame:70	1	object:1	115	40
frame:71	1	object:1	116	47
frame:72	1	object:1	115	45
frame:73	1	object:1	114	43
frame:74	1	object:1	114	41
frame:75	1	object:1	113	39
frame:76	1	object:1	113	37
frame:77	1	object:1	112	35
frame:78	1	object:1	110	34
frame:79	1	object:1	109	32
frame:80	1	object:1	108	30
frame:81	1	object:1	107	29
frame:82	1	object:1	106	27
frame:83	1	object:1	105	25
frame:84	1	object:1	103	23
frame:85	1	object:1	102	21
frame:86	1	object:1	101	19
frame:87	1	object:1	100	22
frame:88	1	object:1	102	33
frame:89	1	object:1	105	41
frame:90	1	object:1	105	40
frame:91	1	object:1	103	37
frame:92	1	object:1	102	35
frame:93	1	object:1	101	34
frame:94	1	object:1	100	32
frame:95	1	object:1	100	31
frame:96	1	object:1	98	29
frame:97	1	object:1	97	27
frame:98	1	object:1	95	25
frame:99	1	object:1	95	24
frame:100	1	object:1	93	22
frame:101	1	object:1	92	20
frame:102	1	object:1	90	19
frame:103	1	object:1	90	22
frame:104	1	object:1	94	38
frame:105	1	object:1	99	47
frame:106	1	object:1	100	45
frame:107	1	object:1	99	42
frame:108	1	object:1	98	41
frame:109	1	object:1	96	39
frame:110	1	object:1	95	38
frame:111	1	object:1	94	36
frame:112	1	object:1	93	35
frame:113	1	object:1	92	33
frame:114	1	object:1	91	31
frame:115	1	object:1	90	30
frame:116	1	object:1	88	29
frame:117	1	object:1	89	31
frame:118	1	object:1	95	42
frame:119	1	object:1	101	49
frame:120	1	object:1	104	49
frame:121	1	object:1	103	47
frame:122	1	object:1	102	46
frame:123	1	object:1	100	44
frame:124	1	object:1	99	43
frame:125	1	object:1	98	41
frame:126	1	object:1	97	40
frame:127	1	object:1	95	39
frame:128	1	object:1	94	37
frame:129	1	object:1	92	36
frame:130	1	object:1	91	34
frame:131	1	object:1	89	34
frame:132	1	object:1	88	32
frame:133	1	object:1	82	36
frame:134	1	object:1	81	34
frame:135	1	object:1	79	33
frame:136	1	object:1	78	32
frame:137	1	object:1	78	34
