0	data6	399	1	
frame:0	1	object:1	100	81
frame:1	1	object:1	101	81
frame:2	1	object:1	103	83
frame:3	1	object:1	105	85
frame:4	1	object:1	107	85
frame:5	1	object:1	107	85
frame:6	1	object:1	107	84
frame:7	1	object:1	107	84
frame:8	1	object:1	107	84
frame:9	1	object:1	107	83
frame:10	1	object:1	107	82
frame:11	1	object:1	106	82
frame:12	1	object:1	106	82
frame:13	1	object:1	106	81
frame:14	1	object:1	105	80
frame:15	1	object:1	105	81
frame:16	1	object:1	105	80
frame:17	1	object:1	105	81
frame:18	1	object:1	104	84
frame:19	1	object:1	104	88
frame:20	1	object:1	104	88
frame:21	1	object:1	104	87
frame:22	1	object:1	104	87
frame:23	1	object:1	104	86
frame:24	1	object:1	104	86
frame:25	1	object:1	103	85
frame:26	1	object:1	103	85
frame:27	1	object:1	103	84
frame:28	1	object:1	103	84
frame:29	1	object:1	103	83
frame:30	1	object:1	103	83
frame:31	1	object:1	103	82
frame:32	1	object:1	103	82
frame:33	1	object:1	104	82
frame:34	1	object:1	105	85
frame:35	1	object:1	106	87
frame:36	1	object:1	107	88
frame:37	1	object:1	107	87
frame:38	1	object:1	107	86
frame:39	1	object:1	107	86
frame:40	1	object:1	107	86
frame:41	1	object:1	107	85
frame:42	1	object:1	106	84
frame:43	1	object:1	106	84
frame:44	1	object:1	106	83
frame:45	1	object:1	106	83
frame:46	1	object:1	105	83
frame:47	1	object:1	105	82
frame:48	1	object:1	105	82
frame:49	1	object:1	105	82
frame:50	1	object:1	104	86
frame:51	1	object:1	104	87
frame:52	1	object:1	105	87
frame:53	1	object:1	105	86
frame:54	1	object:1	106	86
frame:55	1	object:1	106	85
frame:56	1	object:1	106	85
frame:57	1	object:1	106	85
frame:58	1	object:1	106	84
frame:59	1	object:1	106	84
frame:60	1	object:1	106	83
frame:61	1	object:1	106	83
frame:62	1	object:1	106	82
frame:63	1	object:1	106	82
frame:64	1	object:1	106	81
frame:65	1	object:1	106	82
frame:66	1	object:1	106	86
frame:67	1	object:1	106	88
frame:68	1	object:1	106	88
frame:69	1	object:1	106	87
frame:70	1	object:1	105	87
frame:71	1	object:1	105	87
frame:72	1	object:1	105	86
frame:73	1	object:1	105	86
frame:74	1	object:1	105	85
frame:75	1	object:1	104	85
frame:76	1	object:1	104	84
frame:77	1	object:1	104	83
frame:78	1	object:1	104	83
frame:79	1	object:1	104	83
frame:80	1	object:1	103	83
frame:81	1	object:1	103	82
frame:82	1	object:1	103	84
frame:83	1	object:1	102	85
frame:84	1	object:1	102	85
frame:85	1	object:1	103	84
frame:86	1	object:1	102	84
frame:87	1	object:1	102	84
frame:88	1	object:1	102	83
frame:89	1	object:1	102	83
frame:90	1	object:1	102	82
frame:91	1	object:1	102	82
frame:92	1	object:1	101	82
frame:93	1	object:1	101	81
frame:94	1	object:1	101	81
frame:95	1	object:1	101	81
frame:96	1	object:1	101	80
frame:97	1	object:1	101	81
frame:98	1	object:1	103	86
frame:99	1	object:1	104	89
frame:100	1	object:1	104	89
frame:101	1	object:1	104	89
frame:102	1	object:1	104	88
frame:103	1	object:1	104	88
frame:104	1	object:1	104	88
frame:105	1	object:1	102	82
frame:106	1	object:1	102	82
frame:107	1	object:1	102	82
frame:108	1	object:1	102	81
frame:109	1	object:1	102	81
frame:110	1	object:1	102	81
frame:111	1	object:1	102	81
frame:112	1	object:1	102	81
frame:113	1	object:1	101	82
frame:114	1	object:1	101	82
frame:115	1	object:1	101	82
frame:116	1	object:1	101	82
frame:117	1	object:1	101	82
frame:118	1	object:1	101	81
frame:119	1	object:1	101	82
frame:120	1	object:1	102	87
frame:121	1	object:1	103	91
frame:122	1	object:1	103	90
frame:123	1	object:1	103	90
frame:124	1	object:1	103	90
frame:125	1	object:1	103	89
frame:126	1	object:1	103	89
frame:127	1	object:1	103	88
frame:128	1	object:1	103	87
frame:129	1	object:1	103	87
frame:130	1	object:1	103	87
frame:131	1	object:1	103	86
frame:132	1	object:1	103	86
frame:133	1	object:1	103	85
frame:134	1	object:1	103	85
frame:135	1	object:1	103	85
frame:136	1	object:1	105	86
frame:137	1	object:1	106	87
frame:138	1	object:1	107	86
frame:139	1	object:1	107	87
frame:140	1	object:1	106	87
frame:141	1	object:1	107	86
frame:142	1	object:1	107	86
frame:143	1	object:1	107	86
frame:144	1	object:1	106	86
frame:145	1	object:1	107	86
frame:146	1	object:1	106	85
frame:147	1	object:1	106	85
frame:148	1	object:1	107	84
frame:149	1	object:1	106	84
frame:150	1	object:1	106	84
frame:151	1	object:1	106	84
frame:152	1	object:1	106	87
frame:153	1	object:1	106	89
frame:154	1	object:1	105	90
frame:155	1	object:1	105	89
frame:156	1	object:1	105	89
frame:157	1	object:1	105	88
frame:158	1	object:1	104	88
frame:159	1	object:1	104	88
frame:160	1	object:1	104	87
frame:161	1	object:1	103	87
frame:162	1	object:1	103	86
frame:163	1	object:1	103	86
frame:164	1	object:1	102	86
frame:165	1	object:1	103	86
frame:166	1	object:1	102	85
frame:167	1	object:1	102	86
frame:168	1	object:1	102	90
frame:169	1	object:1	102	93
frame:170	1	object:1	102	94
frame:171	1	object:1	102	93
frame:172	1	object:1	102	93
frame:173	1	object:1	103	92
frame:174	1	object:1	104	92
frame:175	1	object:1	105	92
frame:176	1	object:1	106	91
frame:177	1	object:1	105	91
frame:178	1	object:1	106	90
frame:179	1	object:1	107	90
frame:180	1	object:1	106	90
frame:181	1	object:1	106	90
frame:182	1	object:1	106	90
