0	data7	399	1	
frame:0	1	object:1	215	124
frame:1	1	object:1	215	122
frame:2	1	object:1	216	120
frame:3	1	object:1	217	118
frame:4	1	object:1	217	116
frame:5	1	object:1	218	114
frame:6	1	object:1	219	113
frame:7	1	object:1	220	111
frame:8	1	object:1	221	109
frame:9	1	object:1	221	107
frame:10	1	object:1	222	104
frame:11	1	object:1	221	103
frame:12	1	object:1	212	101
frame:13	1	object:1	203	99
frame:14	1	object:1	197	97
frame:15	1	object:1	196	95
frame:16	1	object:1	197	93
frame:17	1	object:1	197	91
frame:18	1	object:1	197	89
frame:19	1	object:1	197	88
frame:20	1	object:1	197	86
frame:21	1	object:1	198	84
frame:22	1	object:1	200	83
frame:23	1	object:1	199	80
frame:24	1	object:1	199	79
frame:25	1	object:1	199	77
frame:26	1	object:1	200	76
frame:27	1	object:1	200	73
frame:28	1	object:1	196	71
frame:29	1	object:1	192	69
frame:30	1	object:1	189	67
frame:31	1	object:1	189	65
frame:32	1	object:1	190	64
frame:33	1	object:1	190	62
frame:34	1	object:1	190	60
frame:35	1	object:1	190	58
frame:36	1	object:1	189	56
frame:37	1	object:1	189	55
frame:38	1	object:1	189	52
frame:39	1	object:1	188	51
frame:40	1	object:1	188	49
frame:41	1	object:1	188	47
frame:42	1	object:1	189	46
frame:43	1	object:1	187	45
frame:44	1	object:1	184	48
frame:45	1	object:1	181	49
frame:46	1	object:1	179	48
frame:47	1	object:1	179	46
frame:48	1	object:1	179	45
frame:49	1	object:1	179	44
frame:50	1	object:1	178	42
frame:51	1	object:1	178	40
frame:52	1	object:1	177	38
frame:53	1	object:1	177	37
frame:54	1	object:1	176	35
frame:55	1	object:1	175	35
frame:56	1	object:1	175	33
frame:57	1	object:1	175	31
frame:58	1	object:1	175	29
frame:59	1	object:1	173	32
frame:60	1	object:1	167	45
frame:61	1	object:1	161	52
frame:62	1	object:1	156	52
frame:63	1	object:1	155	49
frame:64	1	object:1	154	47
frame:65	1	object:1	153	46
frame:66	1	object:1	153	44
frame:67	1	object:1	153	42
frame:68	1	object:1	152	40
frame:69	1	object:1	152	39
frame:70	1	object:1	151	37
frame:71	1	object:1	150	36
frame:72	1	object:1	150	34
frame:73	1	object:1	150	33
frame:74	1	object:1	149	31
frame:75	1	object:1	149	33
frame:76	1	object:1	148	44
frame:77	1	object:1	147	53
frame:78	1	object:1	147	52
frame:79	1	object:1	146	50
frame:80	1	object:1	145	49
frame:81	1	object:1	145	47
frame:82	1	object:1	144	46
frame:83	1	object:1	144	44
frame:84	1	object:1	143	42
frame:85	1	object:1	142	41
frame:86	1	object:1	141	39
frame:87	1	object:1	141	37
frame:88	1	object:1	140	36
