0	data7	751	1	
frame:0	1	object:1	46	51
frame:1	1	object:1	48	51
frame:2	1	object:1	43	51
frame:3	1	object:1	42	51
frame:4	1	object:1	43	51
frame:5	1	object:1	41	51
frame:6	1	object:1	42	51
frame:7	1	object:1	43	51
frame:8	1	object:1	44	51
frame:9	1	object:1	46	51
frame:10	1	object:1	46	51
frame:11	1	object:1	46	50
frame:12	1	object:1	48	51
frame:13	1	object:1	52	51
frame:14	1	object:1	56	51
frame:15	1	object:1	57	51
frame:16	1	object:1	57	51
frame:17	1	object:1	58	51
frame:18	1	object:1	57	51
frame:19	1	object:1	57	51
frame:20	1	object:1	57	51
frame:21	1	object:1	57	51
frame:22	1	object:1	57	51
frame:23	1	object:1	58	51
frame:24	1	object:1	57	51
frame:25	1	object:1	56	51
frame:26	1	object:1	56	51
frame:27	1	object:1	56	50
frame:28	1	object:1	57	51
frame:29	1	object:1	61	51
frame:30	1	object:1	65	52
frame:31	1	object:1	66	52
frame:32	1	object:1	65	52
frame:33	1	object:1	64	52
frame:34	1	object:1	65	52
frame:35	1	object:1	64	52
frame:36	1	object:1	64	51
frame:37	1	object:1	62	52
frame:38	1	object:1	62	52
frame:39	1	object:1	62	51
frame:40	1	object:1	62	51
frame:41	1	object:1	60	51
frame:42	1	object:1	60	51
frame:43	1	object:1	59	51
frame:44	1	object:1	59	51
frame:45	1	object:1	62	53
frame:46	1	object:1	64	52
frame:47	1	object:1	65	52
frame:48	1	object:1	64	52
frame:49	1	object:1	63	52
frame:50	1	object:1	62	52
frame:51	1	object:1	62	52
frame:52	1	object:1	62	52
frame:53	1	object:1	60	52
frame:54	1	object:1	60	52
frame:55	1	object:1	59	52
frame:56	1	object:1	59	52
frame:57	1	object:1	59	52
frame:58	1	object:1	58	52
frame:59	1	object:1	58	52
frame:60	1	object:1	25	54
frame:61	1	object:1	27	54
frame:62	1	object:1	29	53
frame:63	1	object:1	31	54
frame:64	1	object:1	33	54
frame:65	1	object:1	35	55
frame:66	1	object:1	37	55
frame:67	1	object:1	40	55
frame:68	1	object:1	42	55
frame:69	1	object:1	43	55
frame:70	1	object:1	43	55
frame:71	1	object:1	43	55
frame:72	1	object:1	43	55
frame:73	1	object:1	43	55
frame:74	1	object:1	44	55
frame:75	1	object:1	46	55
frame:76	1	object:1	47	54
frame:77	1	object:1	52	55
frame:78	1	object:1	56	55
frame:79	1	object:1	59	55
frame:80	1	object:1	58	55
frame:81	1	object:1	58	55
frame:82	1	object:1	57	55
frame:83	1	object:1	56	55
frame:84	1	object:1	56	55
frame:85	1	object:1	56	55
frame:86	1	object:1	56	55
frame:87	1	object:1	55	55
frame:88	1	object:1	55	55
frame:89	1	object:1	54	55
frame:90	1	object:1	54	55
frame:91	1	object:1	53	55
frame:92	1	object:1	53	55
frame:93	1	object:1	57	56
frame:94	1	object:1	61	56
frame:95	1	object:1	62	56
frame:96	1	object:1	62	56
frame:97	1	object:1	62	56
frame:98	1	object:1	61	56
frame:99	1	object:1	59	56
frame:100	1	object:1	59	56
frame:101	1	object:1	59	56
frame:102	1	object:1	58	56
frame:103	1	object:1	57	56
frame:104	1	object:1	56	56
frame:105	1	object:1	56	56
frame:106	1	object:1	55	56
frame:107	1	object:1	54	56
frame:108	1	object:1	55	56
frame:109	1	object:1	58	56
frame:110	1	object:1	60	56
frame:111	1	object:1	62	55
frame:112	1	object:1	62	56
frame:113	1	object:1	60	56
frame:114	1	object:1	60	56
frame:115	1	object:1	59	56
frame:116	1	object:1	59	56
frame:117	1	object:1	58	56
frame:118	1	object:1	58	56
frame:119	1	object:1	56	56
frame:120	1	object:1	55	56
frame:121	1	object:1	55	56
