0	data4	1500	1	
frame:0	1	object:1	71	109
frame:1	1	object:1	71	109
frame:2	1	object:1	70	109
frame:3	1	object:1	69	109
frame:4	1	object:1	70	109
frame:5	1	object:1	69	109
frame:6	1	object:1	68	109
frame:7	1	object:1	68	110
frame:8	1	object:1	67	109
frame:9	1	object:1	66	109
frame:10	1	object:1	65	109
frame:11	1	object:1	65	109
frame:12	1	object:1	65	109
frame:13	1	object:1	67	109
frame:14	1	object:1	71	109
frame:15	1	object:1	73	109
frame:16	1	object:1	72	109
frame:17	1	object:1	71	109
frame:18	1	object:1	71	109
frame:19	1	object:1	71	109
frame:20	1	object:1	70	109
frame:21	1	object:1	68	109
frame:22	1	object:1	68	109
frame:23	1	object:1	68	109
frame:24	1	object:1	67	109
frame:25	1	object:1	66	109
frame:26	1	object:1	65	109
frame:27	1	object:1	64	109
frame:28	1	object:1	64	110
frame:29	1	object:1	67	109
frame:30	1	object:1	71	109
frame:31	1	object:1	73	109
frame:32	1	object:1	73	109
frame:33	1	object:1	72	109
frame:34	1	object:1	71	109
frame:35	1	object:1	71	109
frame:36	1	object:1	70	109
frame:37	1	object:1	69	109
frame:38	1	object:1	68	109
frame:39	1	object:1	68	109
frame:40	1	object:1	67	109
frame:41	1	object:1	65	109
frame:42	1	object:1	65	109
frame:43	1	object:1	63	108
frame:44	1	object:1	63	109
frame:45	1	object:1	67	109
frame:46	1	object:1	69	109
frame:47	1	object:1	71	109
frame:48	1	object:1	60	109
frame:49	1	object:1	59	109
frame:50	1	object:1	58	110
frame:51	1	object:1	58	109
frame:52	1	object:1	57	109
frame:53	1	object:1	59	109
frame:54	1	object:1	61	109
frame:55	1	object:1	62	109
frame:56	1	object:1	62	109
frame:57	1	object:1	62	109
frame:58	1	object:1	62	110
frame:59	1	object:1	62	109
frame:60	1	object:1	62	109
frame:61	1	object:1	60	109
frame:62	1	object:1	61	110
frame:63	1	object:1	65	110
frame:64	1	object:1	71	110
frame:65	1	object:1	73	110
frame:66	1	object:1	74	110
frame:67	1	object:1	73	110
frame:68	1	object:1	71	111
frame:69	1	object:1	71	111
frame:70	1	object:1	70	110
frame:71	1	object:1	69	110
frame:72	1	object:1	68	111
frame:73	1	object:1	68	110
frame:74	1	object:1	66	110
frame:75	1	object:1	65	111
frame:76	1	object:1	65	111
frame:77	1	object:1	64	111
frame:78	1	object:1	64	111
frame:79	1	object:1	65	111
frame:80	1	object:1	67	112
frame:81	1	object:1	69	112
frame:82	1	object:1	69	112
frame:83	1	object:1	68	112
frame:84	1	object:1	68	112
frame:85	1	object:1	68	112
frame:86	1	object:1	68	111
frame:87	1	object:1	67	112
frame:88	1	object:1	67	112
frame:89	1	object:1	67	112
frame:90	1	object:1	65	112
frame:91	1	object:1	65	112
frame:92	1	object:1	65	112
frame:93	1	object:1	63	112
frame:94	1	object:1	64	112
frame:95	1	object:1	67	112
frame:96	1	object:1	71	112
frame:97	1	object:1	72	113
frame:98	1	object:1	72	112
frame:99	1	object:1	72	113
frame:100	1	object:1	71	113
frame:101	1	object:1	70	113
frame:102	1	object:1	69	113
frame:103	1	object:1	69	113
frame:104	1	object:1	68	113
frame:105	1	object:1	68	113
frame:106	1	object:1	67	113
frame:107	1	object:1	65	113
frame:108	1	object:1	65	112
frame:109	1	object:1	64	112
frame:110	1	object:1	64	112
frame:111	1	object:1	66	112
frame:112	1	object:1	69	112
frame:113	1	object:1	71	112
frame:114	1	object:1	71	112
frame:115	1	object:1	71	112
frame:116	1	object:1	70	112
frame:117	1	object:1	69	112
frame:118	1	object:1	68	112
frame:119	1	object:1	68	111
frame:120	1	object:1	68	112
frame:121	1	object:1	68	112
frame:122	1	object:1	68	112
frame:123	1	object:1	66	112
frame:124	1	object:1	66	112
frame:125	1	object:1	65	113
frame:126	1	object:1	65	113
frame:127	1	object:1	68	113
frame:128	1	object:1	72	113
frame:129	1	object:1	74	113
frame:130	1	object:1	74	113
frame:131	1	object:1	74	113
frame:132	1	object:1	74	113
frame:133	1	object:1	73	113
frame:134	1	object:1	72	113
frame:135	1	object:1	71	113
frame:136	1	object:1	71	113
frame:137	1	object:1	69	113
frame:138	1	object:1	68	113
frame:139	1	object:1	68	112
frame:140	1	object:1	68	112
frame:141	1	object:1	66	112
frame:142	1	object:1	67	112
frame:143	1	object:1	68	112
frame:144	1	object:1	70	112
frame:145	1	object:1	72	112
frame:146	1	object:1	73	112
frame:147	1	object:1	71	112
frame:148	1	object:1	71	113
frame:149	1	object:1	71	113
frame:150	1	object:1	70	113
frame:151	1	object:1	69	113
frame:152	1	object:1	69	113
frame:153	1	object:1	69	113
frame:154	1	object:1	68	113
frame:155	1	object:1	68	113
frame:156	1	object:1	66	113
frame:157	1	object:1	65	113
frame:158	1	object:1	66	113
frame:159	1	object:1	69	113
frame:160	1	object:1	73	113
frame:161	1	object:1	76	113
frame:162	1	object:1	75	113
frame:163	1	object:1	75	113
frame:164	1	object:1	74	113
frame:165	1	object:1	74	114
frame:166	1	object:1	72	114
frame:167	1	object:1	72	114
frame:168	1	object:1	71	114
frame:169	1	object:1	71	114
frame:170	1	object:1	69	114
frame:171	1	object:1	69	114
frame:172	1	object:1	69	114
frame:173	1	object:1	68	114
frame:174	1	object:1	68	114
frame:175	1	object:1	69	114
frame:176	1	object:1	71	114
frame:177	1	object:1	73	114
frame:178	1	object:1	74	114
frame:179	1	object:1	74	114
frame:180	1	object:1	73	114
frame:181	1	object:1	72	114
frame:182	1	object:1	72	114
frame:183	1	object:1	71	114
frame:184	1	object:1	71	114
frame:185	1	object:1	71	114
frame:186	1	object:1	69	114
frame:187	1	object:1	68	113
frame:188	1	object:1	68	114
frame:189	1	object:1	68	114
frame:190	1	object:1	68	114
frame:191	1	object:1	69	114
frame:192	1	object:1	66	114
frame:193	1	object:1	65	114
frame:194	1	object:1	65	114
frame:195	1	object:1	65	114
frame:196	1	object:1	65	114
frame:197	1	object:1	65	114
frame:198	1	object:1	68	114
frame:199	1	object:1	70	114
frame:200	1	object:1	71	114
frame:201	1	object:1	70	114
frame:202	1	object:1	69	114
frame:203	1	object:1	70	114
frame:204	1	object:1	69	114
frame:205	1	object:1	68	114
frame:206	1	object:1	70	114
frame:207	1	object:1	73	114
frame:208	1	object:1	77	114
frame:209	1	object:1	80	114
frame:210	1	object:1	79	114
frame:211	1	object:1	78	114
frame:212	1	object:1	77	113
frame:213	1	object:1	77	114
frame:214	1	object:1	77	113
frame:215	1	object:1	76	114
frame:216	1	object:1	74	114
frame:217	1	object:1	74	114
frame:218	1	object:1	74	114
frame:219	1	object:1	73	114
frame:220	1	object:1	71	114
frame:221	1	object:1	71	114
frame:222	1	object:1	71	114
frame:223	1	object:1	71	114
frame:224	1	object:1	73	114
frame:225	1	object:1	74	114
frame:226	1	object:1	74	114
frame:227	1	object:1	74	114
frame:228	1	object:1	74	114
frame:229	1	object:1	74	114
frame:230	1	object:1	73	114
frame:231	1	object:1	73	114
frame:232	1	object:1	73	114
frame:233	1	object:1	71	114
frame:234	1	object:1	71	114
frame:235	1	object:1	71	114
frame:236	1	object:1	69	114
frame:237	1	object:1	69	114
frame:238	1	object:1	69	114
frame:239	1	object:1	71	114
frame:240	1	object:1	74	114
frame:241	1	object:1	74	114
frame:242	1	object:1	75	114
frame:243	1	object:1	74	114
frame:244	1	object:1	74	114
frame:245	1	object:1	74	114
frame:246	1	object:1	74	114
frame:247	1	object:1	74	114
frame:248	1	object:1	73	114
frame:249	1	object:1	72	114
frame:250	1	object:1	71	114
frame:251	1	object:1	71	114
frame:252	1	object:1	70	114
frame:253	1	object:1	69	114
frame:254	1	object:1	69	114
frame:255	1	object:1	71	114
frame:256	1	object:1	74	114
frame:257	1	object:1	76	114
frame:258	1	object:1	77	114
frame:259	1	object:1	77	114
frame:260	1	object:1	76	115
frame:261	1	object:1	76	115
frame:262	1	object:1	75	115
frame:263	1	object:1	74	115
frame:264	1	object:1	74	115
frame:265	1	object:1	74	115
frame:266	1	object:1	72	115
frame:267	1	object:1	72	115
frame:268	1	object:1	71	115
frame:269	1	object:1	71	115
frame:270	1	object:1	71	115
frame:271	1	object:1	72	115
frame:272	1	object:1	74	115
frame:273	1	object:1	77	114
frame:274	1	object:1	77	114
frame:275	1	object:1	77	114
frame:276	1	object:1	77	114
frame:277	1	object:1	77	115
frame:278	1	object:1	75	114
frame:279	1	object:1	76	114
frame:280	1	object:1	74	114
frame:281	1	object:1	74	114
frame:282	1	object:1	74	114
frame:283	1	object:1	73	114
frame:284	1	object:1	73	114
frame:285	1	object:1	71	115
frame:286	1	object:1	71	114
frame:287	1	object:1	74	115
frame:288	1	object:1	76	114
frame:289	1	object:1	77	115
frame:290	1	object:1	78	115
frame:291	1	object:1	77	115
frame:292	1	object:1	77	115
frame:293	1	object:1	77	115
frame:294	1	object:1	77	115
frame:295	1	object:1	77	115
frame:296	1	object:1	76	115
frame:297	1	object:1	76	115
frame:298	1	object:1	74	115
frame:299	1	object:1	74	115
frame:300	1	object:1	74	115
frame:301	1	object:1	73	115
frame:302	1	object:1	73	115
frame:303	1	object:1	75	115
frame:304	1	object:1	78	114
frame:305	1	object:1	80	114
frame:306	1	object:1	80	114
frame:307	1	object:1	80	114
frame:308	1	object:1	79	114
frame:309	1	object:1	79	114
frame:310	1	object:1	78	114
frame:311	1	object:1	78	114
frame:312	1	object:1	78	114
frame:313	1	object:1	77	114
frame:314	1	object:1	77	114
frame:315	1	object:1	77	114
frame:316	1	object:1	76	114
frame:317	1	object:1	75	114
frame:318	1	object:1	75	114
frame:319	1	object:1	77	114
frame:320	1	object:1	78	114
frame:321	1	object:1	79	114
frame:322	1	object:1	79	114
frame:323	1	object:1	78	114
frame:324	1	object:1	79	114
frame:325	1	object:1	78	114
frame:326	1	object:1	79	115
frame:327	1	object:1	78	114
frame:328	1	object:1	78	115
frame:329	1	object:1	77	114
frame:330	1	object:1	77	114
frame:331	1	object:1	75	114
frame:332	1	object:1	76	114
frame:333	1	object:1	74	114
frame:334	1	object:1	75	115
frame:335	1	object:1	77	114
frame:336	1	object:1	80	115
frame:337	1	object:1	81	114
frame:338	1	object:1	81	114
frame:339	1	object:1	82	114
frame:340	1	object:1	81	114
frame:341	1	object:1	75	116
frame:342	1	object:1	75	115
frame:343	1	object:1	75	115
frame:344	1	object:1	74	115
frame:345	1	object:1	75	115
frame:346	1	object:1	76	116
frame:347	1	object:1	77	116
frame:348	1	object:1	78	116
frame:349	1	object:1	78	115
frame:350	1	object:1	78	116
frame:351	1	object:1	78	116
frame:352	1	object:1	78	116
frame:353	1	object:1	77	116
frame:354	1	object:1	79	116
frame:355	1	object:1	81	116
frame:356	1	object:1	86	116
frame:357	1	object:1	89	116
frame:358	1	object:1	89	116
frame:359	1	object:1	88	117
frame:360	1	object:1	87	116
frame:361	1	object:1	87	117
frame:362	1	object:1	86	117
frame:363	1	object:1	86	116
frame:364	1	object:1	86	116
frame:365	1	object:1	86	117
frame:366	1	object:1	86	117
frame:367	1	object:1	85	116
frame:368	1	object:1	85	116
frame:369	1	object:1	84	116
frame:370	1	object:1	84	116
frame:371	1	object:1	84	117
frame:372	1	object:1	84	116
frame:373	1	object:1	85	116
frame:374	1	object:1	84	116
frame:375	1	object:1	84	116
frame:376	1	object:1	84	116
frame:377	1	object:1	84	115
frame:378	1	object:1	85	116
frame:379	1	object:1	84	115
frame:380	1	object:1	84	115
frame:381	1	object:1	84	115
frame:382	1	object:1	84	115
frame:383	1	object:1	83	115
frame:384	1	object:1	84	115
frame:385	1	object:1	83	115
frame:386	1	object:1	83	115
frame:387	1	object:1	85	115
frame:388	1	object:1	87	115
frame:389	1	object:1	88	115
frame:390	1	object:1	89	115
frame:391	1	object:1	89	115
frame:392	1	object:1	89	115
frame:393	1	object:1	88	115
frame:394	1	object:1	88	115
frame:395	1	object:1	87	115
frame:396	1	object:1	87	115
frame:397	1	object:1	86	114
frame:398	1	object:1	86	115
frame:399	1	object:1	86	115
frame:400	1	object:1	86	115
frame:401	1	object:1	86	114
frame:402	1	object:1	86	114
frame:403	1	object:1	86	114
frame:404	1	object:1	86	114
frame:405	1	object:1	86	114
frame:406	1	object:1	87	114
frame:407	1	object:1	88	114
frame:408	1	object:1	88	114
frame:409	1	object:1	89	114
frame:410	1	object:1	89	114
frame:411	1	object:1	87	114
frame:412	1	object:1	88	114
frame:413	1	object:1	87	114
frame:414	1	object:1	87	114
frame:415	1	object:1	86	114
frame:416	1	object:1	86	114
frame:417	1	object:1	87	114
frame:418	1	object:1	86	114
frame:419	1	object:1	86	114
frame:420	1	object:1	87	114
frame:421	1	object:1	88	114
frame:422	1	object:1	89	114
frame:423	1	object:1	89	114
frame:424	1	object:1	89	114
frame:425	1	object:1	89	114
