0	data10	401	1	
frame:0	1	object:1	119	90
frame:1	1	object:1	119	90
frame:2	1	object:1	119	90
frame:3	1	object:1	119	90
frame:4	1	object:1	119	90
frame:5	1	object:1	119	90
frame:6	1	object:1	119	90
frame:7	1	object:1	119	90
frame:8	1	object:1	119	89
frame:9	1	object:1	119	89
frame:10	1	object:1	119	89
frame:11	1	object:1	119	89
frame:12	1	object:1	119	89
frame:13	1	object:1	119	89
frame:14	1	object:1	120	89
frame:15	1	object:1	120	89
frame:16	1	object:1	120	89
frame:17	1	object:1	120	89
frame:18	1	object:1	121	89
frame:19	1	object:1	121	89
frame:20	1	object:1	121	89
frame:21	1	object:1	121	89
frame:22	1	object:1	121	89
frame:23	1	object:1	121	89
frame:24	1	object:1	121	89
frame:25	1	object:1	121	89
frame:26	1	object:1	121	89
frame:27	1	object:1	121	89
frame:28	1	object:1	120	89
frame:29	1	object:1	120	89
frame:30	1	object:1	120	89
frame:31	1	object:1	120	89
frame:32	1	object:1	120	89
frame:33	1	object:1	120	89
frame:34	1	object:1	120	89
frame:35	1	object:1	120	89
frame:36	1	object:1	120	89
frame:37	1	object:1	120	89
frame:38	1	object:1	120	89
frame:39	1	object:1	120	89
frame:40	1	object:1	120	89
frame:41	1	object:1	119	89
frame:42	1	object:1	119	89
frame:43	1	object:1	119	89
frame:44	1	object:1	119	89
frame:45	1	object:1	119	89
frame:46	1	object:1	119	89
frame:47	1	object:1	119	89
frame:48	1	object:1	119	89
frame:49	1	object:1	119	89
frame:50	1	object:1	119	89
frame:51	1	object:1	119	89
frame:52	1	object:1	119	89
frame:53	1	object:1	119	89
frame:54	1	object:1	119	89
frame:55	1	object:1	119	89
frame:56	1	object:1	119	89
frame:57	1	object:1	119	89
frame:58	1	object:1	119	89
frame:59	1	object:1	119	89
frame:60	1	object:1	119	89
frame:61	1	object:1	120	89
frame:62	1	object:1	120	89
frame:63	1	object:1	120	89
frame:64	1	object:1	120	89
frame:65	1	object:1	120	89
frame:66	1	object:1	121	89
frame:67	1	object:1	121	89
frame:68	1	object:1	121	89
frame:69	1	object:1	121	89
frame:70	1	object:1	121	89
