0	data8	499	2	
frame:0	1	object:1	79	108
frame:1	1	object:1	78	108
frame:2	1	object:1	76	109
frame:3	1	object:1	75	110
frame:4	1	object:1	74	111
frame:5	1	object:1	72	111
frame:6	1	object:1	71	112
frame:7	1	object:1	69	113
frame:8	1	object:1	68	113
frame:9	1	object:1	66	114
frame:10	1	object:1	64	115
frame:11	1	object:1	63	116
frame:12	1	object:1	61	116
frame:13	1	object:1	61	116
frame:14	1	object:1	61	110
frame:15	1	object:1	61	106
frame:16	1	object:1	63	106
frame:17	1	object:1	64	106
frame:18	1	object:1	66	107
frame:19	1	object:1	66	107
frame:20	1	object:1	64	108
frame:21	1	object:1	64	109
frame:22	1	object:1	63	109
frame:23	1	object:1	61	110
frame:24	1	object:1	60	111
frame:25	1	object:1	59	112
frame:26	1	object:1	58	112
frame:27	1	object:1	56	113
frame:28	1	object:1	55	114
frame:29	1	object:1	55	113
frame:30	1	object:1	60	108
frame:31	1	object:1	66	105
frame:32	1	object:1	68	104
frame:33	1	object:1	67	105
frame:34	1	object:1	65	105
frame:35	1	object:1	64	106
frame:36	1	object:1	62	106
frame:37	1	object:1	61	107
frame:38	1	object:1	59	108
frame:39	1	object:1	58	108
frame:40	1	object:1	56	109
frame:41	1	object:1	55	110
frame:42	1	object:1	53	110
frame:43	1	object:1	51	111
frame:44	1	object:1	49	112
frame:45	1	object:1	50	110
frame:46	1	object:1	55	105
frame:47	1	object:1	61	102
frame:48	1	object:1	66	102
frame:49	1	object:1	68	103
frame:50	1	object:1	66	103
frame:51	1	object:1	64	103
frame:52	1	object:1	63	104
frame:53	1	object:1	61	104
frame:54	1	object:1	60	105
frame:55	1	object:1	58	106
frame:56	1	object:1	56	106
frame:57	1	object:1	55	106
frame:58	1	object:1	53	107
frame:59	1	object:1	52	108
frame:60	1	object:1	50	108
frame:61	1	object:1	50	108
frame:62	1	object:1	56	107
frame:63	1	object:1	63	106
frame:64	1	object:1	66	106
frame:65	1	object:1	67	106
frame:66	1	object:1	65	107
frame:67	1	object:1	63	107
frame:68	1	object:1	62	108
frame:69	1	object:1	60	109
frame:70	1	object:1	59	109
frame:71	1	object:1	57	110
frame:72	1	object:1	56	110
frame:73	1	object:1	54	111
frame:74	1	object:1	53	111
frame:75	1	object:1	51	112
frame:76	1	object:1	49	112
frame:77	1	object:1	49	111
frame:78	1	object:1	57	107
frame:79	1	object:1	67	104
frame:80	1	object:1	73	103
frame:81	1	object:1	73	104
frame:82	1	object:1	70	105
frame:83	1	object:1	69	105
frame:84	1	object:1	67	106
frame:85	1	object:1	65	106
frame:86	1	object:1	64	107
frame:87	1	object:1	62	107
frame:88	1	object:1	60	107
frame:89	1	object:1	58	108
frame:90	1	object:1	56	108
frame:91	1	object:1	54	109
frame:92	1	object:1	52	109
frame:93	1	object:1	51	109
frame:94	1	object:1	52	106
frame:95	1	object:1	52	104
frame:96	1	object:1	54	105
frame:97	1	object:1	55	105
frame:98	1	object:1	55	106
frame:99	1	object:1	55	106
frame:100	1	object:1	54	107
frame:101	1	object:1	53	107
frame:102	1	object:1	52	107
frame:103	1	object:1	50	108
frame:104	1	object:1	49	109
frame:105	1	object:1	48	110
frame:106	1	object:1	46	110
frame:107	1	object:1	45	111
frame:108	1	object:1	42	112
frame:109	1	object:1	41	112
frame:110	1	object:1	39	112
frame:111	1	object:1	39	112
frame:112	1	object:1	47	109
frame:113	1	object:1	56	107
frame:114	1	object:1	60	108
frame:115	1	object:1	58	108
frame:116	1	object:1	56	109
frame:117	1	object:1	55	109
frame:118	1	object:1	53	110
frame:119	1	object:1	51	110
frame:120	1	object:1	49	110
frame:121	1	object:1	47	111
frame:122	1	object:1	46	111
frame:123	1	object:1	44	112
frame:124	1	object:1	42	112
frame:125	1	object:1	40	113
frame:126	1	object:1	38	114
frame:127	1	object:1	36	114
frame:128	1	object:1	34	116
frame:129	1	object:1	33	115
frame:130	1	object:1	15	121
frame:131	1	object:1	14	123
frame:132	1	object:1	12	123
frame:133	1	object:1	14	121
